BillType,CgstRate,CustomerId,Date,Discount,GstAmount,Id,IgstRate,ItemDescription,MakingCharges,Metal,Purity,RatePerGram,SgstRate,Status,SubTotal,TotalAmount,Weight
KACHA,1.5,C09526,2024-06-16,1819,7729.46,INV-000172,0,Gold Ring 22K,438,GOLD,24K,7781,1.5,PAID,257648.49,265377.95,33.29
PAKKA,1.5,C03247,2024-09-21,2511,-12.40,INV-000173,0,Silver Idol,433,SILVER,999,79,1.5,PENDING,-413.47,-425.87,21.07
PAKKA,1.5,C00792,2024-01-09,1433,7614.82,INV-000174,0,Gold Bangle 22K,303,GOLD,22K,7733,1.5,PAID,253827.01,261441.83,32.97
KACHA,1.5,C02455,2024-03-17,1618,3944.72,INV-000175,0,Gold Bracelet 22K,341,GOLD,18K,6521,1.5,PAID,131490.56,135435.28,20.36
KACHA,1.5,C07196,2024-04-11,2699,8990.98,INV-000176,0,Gold Bangle 22K,147,GOLD,24K,7057,1.5,PAID,299699.31,308690.29,42.83
PAKKA,1.5,C00067,2024-06-30,500,9323.62,INV-000177,0,Gold Pendant 18K,235,GOLD,18K,7312,1.5,PENDING,310787.48,320111.10,42.54
PAKKA,1.5,C09673,2024-03-06,2589,22.46,INV-000178,0,Silver Glass Set,132,SILVER,999,88,1.5,PAID,748.84,771.30,36.43
KACHA,1.5,C05357,2025-10-08,102,9297.34,INV-000179,0,Gold Mangalsutra 22K,286,GOLD,18K,7749,1.5,PENDING,309911.53,319208.87,39.97
KACHA,1.5,C02103,2025-02-09,2475,553.72,INV-000180,0,Gold Chain 22K,120,GOLD,24K,7152,1.5,PAID,18457.32,19011.04,2.91
KACHA,1.5,C07631,2025-03-21,1828,4386.96,INV-000181,0,Gold Ring 22K,434,GOLD,24K,7301,1.5,PAID,146232.22,150619.18,20.22
KACHA,1.5,C07901,2025-01-09,161,12.30,INV-000182,0,Silver Idol,233,SILVER,999,96,1.5,PAID,409.92,422.22,3.52
PAKKA,1.5,C04639,2025-07-19,1691,1456.52,INV-000183,0,Gold Bangle 22K,279,GOLD,22K,7262,1.5,PAID,48550.56,50007.08,6.88
KACHA,1.5,C08187,2025-01-26,128,19.72,INV-000184,0,Silver Glass Set,340,SILVER,999,97,1.5,PAID,657.23,676.95,4.59
PAKKA,1.5,C06248,2024-08-01,2059,-41.10,INV-000185,0,Silver Payal,484,SILVER,999,77,1.5,PAID,-1370.18,-1411.28,2.66
PAKKA,1.5,C01494,2024-08-20,947,4012.86,INV-000186,0,Gold Mangalsutra 22K,472,GOLD,18K,6821,1.5,PAID,133762.28,137775.14,19.68
PAKKA,1.5,C07987,2024-10-04,2503,966.26,INV-000187,0,Gold Ring 22K,109,GOLD,24K,7224,1.5,PENDING,32208.96,33175.22,4.79
KACHA,1.5,C04294,2024-08-28,1312,6463.98,INV-000188,0,Gold Necklace 22K,184,GOLD,18K,7560,1.5,PAID,215466,221929.98,28.65
KACHA,1.5,C04418,2024-09-24,207,2131.12,INV-000189,0,Gold Necklace 22K,202,GOLD,22K,7486,1.5,PAID,71037.14,73168.26,9.49
KACHA,1.5,C05692,2025-03-13,715,56.56,INV-000190,0,Silver Idol,195,SILVER,999,75,1.5,PAID,1885.25,1941.81,32.07
PAKKA,1.5,C03182,2025-08-17,363,5749.84,INV-000191,0,Gold Earrings 22K,407,GOLD,18K,7272,1.5,PAID,191661.2,197411.04,26.35
PAKKA,1.5,C07414,2024-07-26,919,9348.40,INV-000192,0,Gold Bracelet 22K,377,GOLD,18K,6580,1.5,PAID,311613.2,320961.60,47.44
PAKKA,1.5,C01961,2024-10-03,2468,-13.82,INV-000193,0,Silver Coin 999,125,SILVER,999,104,1.5,PAID,-460.6,-474.42,18.1
PAKKA,1.5,C04933,2025-05-20,2196,510.54,INV-000194,0,Gold Anklet 22K,100,GOLD,24K,6660,1.5,PAID,17018.2,17528.74,2.87
KACHA,1.5,C05751,2024-05-24,95,9552.58,INV-000195,0,Gold Bangle 22K,470,GOLD,22K,6676,1.5,PAID,318419.64,327972.22,47.64
PAKKA,1.5,C09133,2025-04-06,2851,3895.24,INV-000196,0,Gold Nose Pin 22K,278,GOLD,22K,7739,1.5,PENDING,129841.29,133736.53,17.11
KACHA,1.5,C09596,2024-01-23,2131,-16.06,INV-000197,0,Silver Idol,112,SILVER,999,84,1.5,PAID,-535.56,-551.62,17.66
PAKKA,1.5,C00343,2025-04-15,2225,5977.24,INV-000198,0,Gold Necklace 22K,110,GOLD,24K,6652,1.5,PAID,199241.04,205218.28,30.27
KACHA,1.5,C08135,2024-08-16,2601,3325.48,INV-000199,0,Gold Necklace 22K,282,GOLD,18K,7709,1.5,PAID,110849.12,114174.60,14.68
KACHA,1.5,C02036,2024-05-14,592,112.64,INV-000200,0,Silver Payal,327,SILVER,999,80,1.5,PAID,3755,3867.64,50.25
PAKKA,1.5,C05601,2025-05-06,600,52.62,INV-000201,0,Silver Ring,113,SILVER,999,75,1.5,PAID,1754,1806.62,29.88
KACHA,1.5,C02452,2025-07-02,988,6043.54,INV-000202,0,Gold Bangle 22K,416,GOLD,22K,7325,1.5,PAID,201451.5,207495.04,27.58
KACHA,1.5,C05077,2024-12-15,1824,9519.78,INV-000203,0,Gold Chain 22K,124,GOLD,24K,7110,1.5,PAID,317325.7,326845.48,44.87
KACHA,1.5,C02424,2025-07-31,1489,11200.32,INV-000204,0,Gold Anklet 22K,277,GOLD,24K,7644,1.5,PAID,373344,384544.32,49
KACHA,1.5,C08079,2025-08-19,1539,5878.68,INV-000205,0,Gold Bracelet 22K,139,GOLD,22K,6796,1.5,PAID,195955.84,201834.52,29.04
KACHA,1.5,C07720,2024-12-08,1609,2085.38,INV-000206,0,Gold Bracelet 22K,387,GOLD,18K,7501,1.5,PAID,69512.43,71597.81,9.43
KACHA,1.5,C07825,2024-05-07,2082,1837.48,INV-000207,0,Gold Bangle 22K,309,GOLD,22K,7695,1.5,PENDING,61249.05,63086.53,8.19
KACHA,1.5,C02710,2024-07-23,294,2720.30,INV-000208,0,Gold Bracelet 22K,123,GOLD,22K,7660,1.5,PENDING,90676.6,93396.90,11.86
PAKKA,1.5,C02327,2024-12-22,1590,-17.54,INV-000209,0,Silver Bangle,400,SILVER,999,98,1.5,PAID,-584.36,-601.90,6.18
KACHA,1.5,C01498,2024-05-30,2362,7986.90,INV-000210,0,Gold Anklet 22K,421,GOLD,24K,7516,1.5,PENDING,266229.88,274216.78,35.68
KACHA,1.5,C02102,2025-06-24,2133,8444.26,INV-000211,0,Gold Bangle 22K,298,GOLD,18K,7231,1.5,PAID,281475.58,289919.84,39.18
PAKKA,1.5,C07279,2025-10-06,1315,108.28,INV-000212,0,Silver Bangle,475,SILVER,999,108,1.5,PAID,3609.6,3717.88,41.2
KACHA,1.5,C04406,2024-04-12,1553,52.10,INV-000213,0,Silver Idol,223,SILVER,999,80,1.5,PAID,1736.4,1788.50,38.33
PAKKA,1.5,C03550,2025-10-14,1418,6056.14,INV-000214,0,Gold Anklet 22K,346,GOLD,18K,7618,1.5,PAID,201871.52,207927.66,26.64
KACHA,1.5,C01186,2025-06-25,1925,2.88,INV-000215,0,Silver Ring,234,SILVER,999,86,1.5,PENDING,96.08,98.96,20.78
KACHA,1.5,C09615,2025-03-31,421,99.96,INV-000216,0,Silver Chain,190,SILVER,999,92,1.5,PAID,3332.16,3432.12,38.73
KACHA,1.5,C06184,2025-03-30,1526,8065.28,INV-000217,0,Gold Nose Pin 22K,225,GOLD,24K,7035,1.5,PAID,268843,276908.28,38.4
KACHA,1.5,C04966,2025-11-21,2657,4920.88,INV-000218,0,Gold Earrings 22K,173,GOLD,24K,7427,1.5,PAID,164029.34,168950.22,22.42
PAKKA,1.5,C03370,2025-07-30,2308,74.62,INV-000219,0,Silver Payal,490,SILVER,999,85,1.5,PENDING,2487.25,2561.87,50.65
PAKKA,1.5,C07651,2025-06-28,2055,8208.10,INV-000220,0,Gold Ring 22K,133,GOLD,22K,7114,1.5,PAID,273603.22,281811.32,38.73
PAKKA,1.5,C08768,2025-11-25,277,4316.96,INV-000221,0,Gold Bracelet 22K,220,GOLD,22K,7533,1.5,PENDING,143898.63,148215.59,19.11
KACHA,1.5,C00584,2025-05-12,357,3084.04,INV-000222,0,Gold Anklet 22K,135,GOLD,24K,7509,1.5,PAID,102801.48,105885.52,13.72
KACHA,1.5,C02498,2025-01-11,2325,4086.66,INV-000223,0,Gold Ring 22K,116,GOLD,18K,6633,1.5,PAID,136221.71,140308.37,20.87
PAKKA,1.5,C03727,2025-07-10,1983,-17.58,INV-000224,0,Silver Glass Set,354,SILVER,999,81,1.5,PAID,-585.72,-603.30,12.88
PAKKA,1.5,C05136,2025-11-13,1272,7666.16,INV-000225,0,Gold Ring 22K,130,GOLD,18K,7743,1.5,PAID,255538.45,263204.61,33.15
KACHA,1.5,C00793,2025-01-29,1784,-41.72,INV-000226,0,Silver Chain,232,SILVER,999,95,1.5,PAID,-1390.5,-1432.22,1.7
KACHA,1.5,C07684,2025-11-16,1545,6345.04,INV-000227,0,Gold Bracelet 22K,213,GOLD,22K,7779,1.5,PAID,211501.44,217846.48,27.36
KACHA,1.5,C01871,2025-04-17,303,99.30,INV-000228,0,Silver Chain,201,SILVER,999,83,1.5,PAID,3310.13,3409.43,41.11
KACHA,1.5,C06995,2024-08-15,2250,52.76,INV-000229,0,Silver Ring,283,SILVER,999,90,1.5,PAID,1759,1811.76,41.4
KACHA,1.5,C02408,2024-02-23,1719,2469.94,INV-000230,0,Gold Chain 22K,342,GOLD,18K,6778,1.5,PAID,82331.3,84801.24,12.35
KACHA,1.5,C06040,2025-08-21,2270,51.52,INV-000231,0,Silver Ring,296,SILVER,999,88,1.5,PAID,1717.6,1769.12,41.95
KACHA,1.5,C00073,2025-07-07,296,16.64,INV-000232,0,Silver Coin 999,499,SILVER,999,83,1.5,PAID,554.92,571.56,4.24
PAKKA,1.5,C00037,2024-02-24,2594,2027.80,INV-000233,0,Gold Necklace 22K,493,GOLD,24K,7275,1.5,PAID,67593.5,69621.30,9.58
PAKKA,1.5,C01956,2025-09-03,224,64.14,INV-000234,0,Silver Ring,135,SILVER,999,105,1.5,PAID,2138.05,2202.19,21.21
PAKKA,1.5,C07907,2025-08-24,1089,1332.26,INV-000235,0,Gold Earrings 22K,223,GOLD,22K,6505,1.5,PAID,44408.8,45741.06,6.96
PAKKA,1.5,C09300,2024-05-11,1517,9353.66,INV-000236,0,Gold Pendant 18K,451,GOLD,22K,7202,1.5,PENDING,311788.88,321142.54,43.44
PAKKA,1.5,C05604,2024-04-23,2431,8720.72,INV-000237,0,Gold Nose Pin 22K,165,GOLD,22K,7663,1.5,PAID,290690.49,299411.21,38.23
KACHA,1.5,C06708,2024-08-01,2772,7112.92,INV-000238,0,Gold Mangalsutra 22K,272,GOLD,18K,6883,1.5,PAID,237097.23,244210.15,34.81
KACHA,1.5,C07906,2025-01-03,2258,8236.52,INV-000239,0,Gold Mangalsutra 22K,184,GOLD,24K,6785,1.5,PAID,274550.45,282786.97,40.77
KACHA,1.5,C09069,2024-01-05,2889,1105.14,INV-000240,0,Gold Bangle 22K,395,GOLD,18K,7593,1.5,PAID,36837.74,37942.88,5.18
KACHA,1.5,C06021,2024-05-24,1325,2041.78,INV-000241,0,Gold Chain 22K,368,GOLD,22K,6511,1.5,PAID,68059.6,70101.38,10.6
KACHA,1.5,C04386,2025-03-06,593,8629.84,INV-000242,0,Gold Earrings 22K,285,GOLD,24K,6976,1.5,PENDING,287661.28,296291.12,41.28
PAKKA,1.5,C07833,2024-06-22,1723,7976.12,INV-000243,0,Gold Pendant 18K,302,GOLD,18K,7683,1.5,PAID,265870.57,273846.69,34.79
PAKKA,1.5,C06547,2024-02-14,332,2998.22,INV-000244,0,Gold Anklet 22K,208,GOLD,24K,6752,1.5,PAID,99940.64,102938.86,14.82
PAKKA,1.5,C04399,2025-01-17,2743,5828.00,INV-000245,0,Gold Earrings 22K,341,GOLD,18K,6777,1.5,PENDING,194266.54,200094.54,29.02
PAKKA,1.5,C08784,2024-03-13,1920,-47.02,INV-000246,0,Silver Glass Set,238,SILVER,999,109,1.5,PAID,-1567.55,-1614.57,1.05
KACHA,1.5,C02051,2025-01-11,91,34.62,INV-000247,0,Silver Idol,414,SILVER,999,101,1.5,PAID,1154.23,1188.85,8.23
KACHA,1.5,C00800,2025-08-24,2222,5561.14,INV-000248,0,Gold Nose Pin 22K,337,GOLD,22K,7258,1.5,PENDING,185371.4,190932.54,25.8
KACHA,1.5,C09285,2025-04-08,1736,57.94,INV-000249,0,Silver Thali,434,SILVER,999,80,1.5,PAID,1931.6,1989.54,40.42
PAKKA,1.5,C06224,2024-04-14,2320,75.66,INV-000250,0,Silver Coin 999,249,SILVER,999,95,1.5,PAID,2522.25,2597.91,48.35
PAKKA,1.5,C05714,2024-05-05,2781,-21.90,INV-000251,0,Silver Bangle,245,SILVER,999,75,1.5,PENDING,-730,-751.90,24.08
KACHA,1.5,C06431,2024-11-06,1659,6512.90,INV-000252,0,Gold Ring 22K,463,GOLD,24K,6952,1.5,PAID,217096.8,223609.70,31.4
KACHA,1.5,C09222,2024-07-25,745,9151.24,INV-000253,0,Gold Bracelet 22K,158,GOLD,22K,7005,1.5,PAID,305041.15,314192.39,43.63
PAKKA,1.5,C01367,2024-06-17,1660,789.54,INV-000254,0,Gold Earrings 22K,348,GOLD,24K,7158,1.5,PAID,26317.88,27107.42,3.86
PAKKA,1.5,C02560,2025-07-20,1708,5609.76,INV-000255,0,Gold Necklace 22K,368,GOLD,24K,6743,1.5,PENDING,186991.99,192601.75,27.93
KACHA,1.5,C06734,2024-01-12,182,3300.84,INV-000256,0,Gold Bracelet 22K,266,GOLD,22K,6985,1.5,PAID,110027.9,113328.74,15.74
KACHA,1.5,C06916,2025-04-23,168,7880.40,INV-000257,0,Gold Ring 22K,400,GOLD,24K,7124,1.5,PAID,262680.16,270560.56,36.84
KACHA,1.5,C06285,2025-02-03,1523,6394.56,INV-000258,0,Gold Ring 22K,216,GOLD,22K,7106,1.5,PAID,213152.08,219546.64,30.18
PAKKA,1.5,C04822,2025-12-23,1036,5222.58,INV-000259,0,Gold Anklet 22K,285,GOLD,22K,7774,1.5,PAID,174086.26,179308.84,22.49
KACHA,1.5,C01534,2025-10-31,1369,4271.20,INV-000260,0,Gold Nose Pin 22K,177,GOLD,24K,7576,1.5,PAID,142373.2,146644.40,18.95
PAKKA,1.5,C09352,2025-05-29,2003,4973.72,INV-000261,0,Gold Bangle 22K,302,GOLD,18K,6887,1.5,PAID,165790.84,170764.56,24.32
PAKKA,1.5,C02397,2025-01-14,411,75.24,INV-000262,0,Silver Glass Set,239,SILVER,999,97,1.5,PAID,2508.11,2583.35,27.63
PAKKA,1.5,C07964,2024-11-30,2017,-34.78,INV-000263,0,Silver Chain,256,SILVER,999,79,1.5,PAID,-1159.02,-1193.80,7.62
KACHA,1.5,C03785,2024-07-03,2912,25.56,INV-000264,0,Silver Bangle,427,SILVER,999,94,1.5,PAID,852,877.56,35.5
KACHA,1.5,C01001,2025-10-17,2194,6247.20,INV-000265,0,Gold Nose Pin 22K,456,GOLD,22K,6871,1.5,PAID,208239.76,214486.96,30.56
PAKKA,1.5,C09428,2024-05-08,2226,7582.00,INV-000266,0,Gold Necklace 22K,241,GOLD,22K,7396,1.5,PAID,252733.24,260315.24,34.44
PAKKA,1.5,C08837,2025-04-28,1119,9601.76,INV-000267,0,Gold Anklet 22K,455,GOLD,18K,6654,1.5,PAID,320058.8,329660.56,48.2
KACHA,1.5,C02541,2025-02-16,2635,3399.70,INV-000268,0,Gold Anklet 22K,331,GOLD,22K,6540,1.5,PENDING,113323.2,116722.90,17.68
KACHA,1.5,C00664,2025-12-12,821,-1.84,INV-000269,0,Silver Thali,198,SILVER,999,104,1.5,PAID,-61.4,-63.24,5.4
PAKKA,1.5,C03551,2025-02-20,2793,6400.14,INV-000270,0,Gold Necklace 22K,236,GOLD,24K,7473,1.5,PAID,213337.97,219738.11,28.89
KACHA,1.5,C03337,2024-06-19,1506,106.90,INV-000271,0,Silver Bangle,235,SILVER,999,106,1.5,PAID,3563.66,3670.56,45.61
KACHA,1.5,C01782,2025-04-27,2676,1759.36,INV-000272,0,Gold Ring 22K,302,GOLD,18K,7487,1.5,PAID,58645.05,60404.41,8.15
KACHA,1.5,C05734,2025-05-29,2374,70.44,INV-000273,0,Silver Ring,140,SILVER,999,104,1.5,PENDING,2348.24,2418.68,44.06
KACHA,1.5,C02083,2025-03-07,35,4795.38,INV-000274,0,Gold Bangle 22K,322,GOLD,22K,7580,1.5,PAID,159846,164641.38,21.05
PAKKA,1.5,C05174,2025-05-16,84,52.80,INV-000275,0,Silver Ring,493,SILVER,999,79,1.5,PAID,1759.9,1812.70,17.1
PAKKA,1.5,C08944,2025-05-23,2425,36.14,INV-000276,0,Silver Chain,346,SILVER,999,93,1.5,PAID,1204.83,1240.97,35.31
KACHA,1.5,C08487,2025-09-28,940,7746.62,INV-000277,0,Gold Pendant 18K,120,GOLD,18K,6620,1.5,PAID,258220.6,265967.22,39.13
KACHA,1.5,C04758,2024-11-19,1542,9238.18,INV-000278,0,Gold Bracelet 22K,463,GOLD,24K,7052,1.5,PAID,307939.64,317177.82,43.82
KACHA,1.5,C09474,2024-07-05,1654,7740.56,INV-000279,0,Gold Mangalsutra 22K,271,GOLD,22K,6665,1.5,PAID,258018.8,265759.36,38.92
KACHA,1.5,C00901,2024-01-12,716,3703.76,INV-000280,0,Gold Anklet 22K,233,GOLD,22K,7646,1.5,PENDING,123458.66,127162.42,16.21
KACHA,1.5,C02703,2024-12-30,2402,-12.16,INV-000281,0,Silver Payal,425,SILVER,999,94,1.5,PAID,-405.32,-417.48,16.72
KACHA,1.5,C02053,2024-10-02,2667,3942.38,INV-000282,0,Gold Nose Pin 22K,499,GOLD,24K,7248,1.5,PAID,131412.64,135355.02,18.43
KACHA,1.5,C08712,2025-05-29,297,4190.96,INV-000283,0,Gold Nose Pin 22K,467,GOLD,18K,7015,1.5,PAID,139698.35,143889.31,19.89
PAKKA,1.5,C00065,2024-07-15,1012,7878.46,INV-000284,0,Gold Bangle 22K,106,GOLD,24K,7318,1.5,PAID,262615.18,270493.64,36.01
KACHA,1.5,C09665,2025-12-21,2842,-29.62,INV-000285,0,Silver Bangle,126,SILVER,999,96,1.5,PAID,-987.04,-1016.66,18.01
PAKKA,1.5,C01224,2024-06-02,2815,63.12,INV-000286,0,Silver Thali,400,SILVER,999,108,1.5,PAID,2103.72,2166.84,41.84
KACHA,1.5,C02282,2025-10-02,169,124.54,INV-000287,0,Silver Glass Set,444,SILVER,999,105,1.5,PENDING,4151.6,4276.14,36.92
KACHA,1.5,C01982,2025-02-08,1717,10655.76,INV-000288,0,Gold Necklace 22K,398,GOLD,18K,7230,1.5,PENDING,355192.3,365848.06,49.31
PAKKA,1.5,C09804,2024-11-10,740,9065.72,INV-000289,0,Gold Mangalsutra 22K,342,GOLD,22K,6690,1.5,PENDING,302190.7,311256.42,45.23
KACHA,1.5,C05770,2025-10-13,1953,5655.36,INV-000290,0,Gold Mangalsutra 22K,280,GOLD,18K,7750,1.5,PENDING,188512,194167.36,24.54
KACHA,1.5,C09987,2024-11-19,1197,62.80,INV-000291,0,Silver Payal,262,SILVER,999,109,1.5,PAID,2093.02,2155.82,27.78
KACHA,1.5,C02156,2025-06-14,544,8853.20,INV-000292,0,Gold Mangalsutra 22K,261,GOLD,24K,7501,1.5,PAID,295106.38,303959.58,39.38
KACHA,1.5,C04949,2025-07-24,1812,9238.62,INV-000293,0,Gold Earrings 22K,236,GOLD,24K,7746,1.5,PAID,307954.16,317192.78,39.96
KACHA,1.5,C06798,2025-02-20,48,8902.86,INV-000294,0,Gold Bangle 22K,204,GOLD,22K,7180,1.5,PAID,296761.8,305664.66,41.31
PAKKA,1.5,C03441,2025-09-28,2671,860.30,INV-000295,0,Gold Nose Pin 22K,301,GOLD,24K,6884,1.5,PAID,28676.84,29537.14,4.51
KACHA,1.5,C04759,2024-07-14,1036,333.74,INV-000296,0,Gold Earrings 22K,401,GOLD,18K,7686,1.5,PAID,11124.58,11458.32,1.53
KACHA,1.5,C04633,2025-04-29,2489,1.94,INV-000297,0,Silver Chain,309,SILVER,999,96,1.5,PAID,64.48,66.42,23.38
KACHA,1.5,C02892,2024-05-31,2712,6710.68,INV-000298,0,Gold Nose Pin 22K,327,GOLD,24K,7376,1.5,PENDING,223689.4,230400.08,30.65
PAKKA,1.5,C01740,2024-06-06,226,6238.76,INV-000299,0,Gold Bracelet 22K,459,GOLD,18K,6675,1.5,PAID,207959,214197.76,31.12
KACHA,1.5,C03027,2025-09-16,2777,7353.20,INV-000300,0,Gold Necklace 22K,295,GOLD,22K,7453,1.5,PAID,245106.66,252459.86,33.22
PAKKA,1.5,C09354,2025-02-02,326,5242.24,INV-000301,0,Gold Nose Pin 22K,286,GOLD,18K,6618,1.5,PENDING,174741.38,179983.62,26.41
KACHA,1.5,C06275,2025-10-19,663,10261.80,INV-000302,0,Gold Mangalsutra 22K,288,GOLD,22K,6793,1.5,PENDING,342060.13,352321.93,50.41
KACHA,1.5,C04520,2024-06-26,2451,1591.94,INV-000303,0,Gold Mangalsutra 22K,228,GOLD,22K,7647,1.5,PENDING,53064.81,54656.75,7.23
PAKKA,1.5,C01582,2025-03-04,2617,83.40,INV-000304,0,Silver Chain,440,SILVER,999,108,1.5,PAID,2780.2,2863.60,45.9
PAKKA,1.5,C01045,2024-05-05,1161,131.92,INV-000305,0,Silver Coin 999,322,SILVER,999,105,1.5,PENDING,4397.35,4529.27,49.87
KACHA,1.5,C09580,2025-08-15,1316,3692.66,INV-000306,0,Gold Ring 22K,393,GOLD,22K,7312,1.5,PAID,123088.52,126781.18,16.96
KACHA,1.5,C00478,2025-02-27,1794,5733.04,INV-000307,0,Gold Chain 22K,103,GOLD,24K,7528,1.5,PAID,191101.08,196834.12,25.61
PAKKA,1.5,C05291,2024-02-05,1623,6661.18,INV-000308,0,Gold Necklace 22K,378,GOLD,24K,6883,1.5,PAID,222039.52,228700.70,32.44
KACHA,1.5,C08952,2025-05-17,498,9910.08,INV-000309,0,Gold Earrings 22K,403,GOLD,22K,6749,1.5,PAID,330336.04,340246.12,48.96
PAKKA,1.5,C00159,2025-08-18,2312,4592.52,INV-000310,0,Gold Chain 22K,477,GOLD,24K,7029,1.5,PENDING,153084.16,157676.68,22.04
KACHA,1.5,C03099,2025-02-04,462,8547.76,INV-000311,0,Gold Chain 22K,127,GOLD,24K,7794,1.5,PAID,284925.4,293473.16,36.6
KACHA,1.5,C07708,2024-06-25,2096,4627.22,INV-000312,0,Gold Chain 22K,226,GOLD,22K,7032,1.5,PENDING,154240.4,158867.62,22.2
KACHA,1.5,C05638,2025-11-02,653,5606.92,INV-000313,0,Gold Bangle 22K,238,GOLD,18K,7133,1.5,PAID,186897.58,192504.50,26.26
PAKKA,1.5,C00810,2025-02-11,140,7454.22,INV-000314,0,Gold Bangle 22K,279,GOLD,24K,7031,1.5,PAID,248473.92,255928.14,35.32
PAKKA,1.5,C03623,2025-12-13,311,5133.58,INV-000315,0,Gold Pendant 18K,256,GOLD,22K,6981,1.5,PAID,171119.12,176252.70,24.52
PAKKA,1.5,C01601,2025-08-08,1710,24.86,INV-000316,0,Silver Thali,151,SILVER,999,99,1.5,PAID,828.88,853.74,24.12
KACHA,1.5,C02840,2024-02-20,899,7210.06,INV-000317,0,Gold Earrings 22K,234,GOLD,24K,6610,1.5,PAID,240335.6,247545.66,36.46
KACHA,1.5,C08664,2024-06-25,2466,6788.20,INV-000318,0,Gold Anklet 22K,493,GOLD,22K,7389,1.5,PAID,226273.21,233061.41,30.89
KACHA,1.5,C02410,2024-05-10,2619,6543.80,INV-000319,0,Gold Earrings 22K,375,GOLD,22K,6789,1.5,PENDING,218126.94,224670.74,32.46
KACHA,1.5,C05409,2024-08-06,1491,9024.82,INV-000320,0,Gold Earrings 22K,348,GOLD,22K,6757,1.5,PAID,300827.33,309852.15,44.69
PAKKA,1.5,C05809,2024-09-07,879,39.66,INV-000321,0,Silver Payal,289,SILVER,999,94,1.5,PAID,1321.96,1361.62,20.34
KACHA,1.5,C02808,2024-05-25,13,10184.34,INV-000322,0,Gold Chain 22K,336,GOLD,18K,7777,1.5,PAID,339477.97,349662.31,43.61
KACHA,1.5,C09561,2024-08-15,622,12.40,INV-000323,0,Silver Ring,423,SILVER,999,82,1.5,PAID,413.54,425.94,7.47
KACHA,1.5,C06196,2025-06-10,2589,2659.44,INV-000324,0,Gold Ring 22K,179,GOLD,22K,6608,1.5,PAID,88648.24,91307.68,13.78
KACHA,1.5,C02108,2025-04-26,2642,1841.54,INV-000325,0,Gold Earrings 22K,287,GOLD,18K,7490,1.5,PAID,61384.9,63226.44,8.51
KACHA,1.5,C02967,2025-05-13,816,122.16,INV-000326,0,Silver Coin 999,462,SILVER,999,104,1.5,PAID,4072.24,4194.40,42.56
KACHA,1.5,C04317,2024-01-10,1332,50.06,INV-000327,0,Silver Bangle,128,SILVER,999,78,1.5,PAID,1668.74,1718.80,36.83
PAKKA,1.5,C01810,2025-12-15,380,6670.88,INV-000328,0,Gold Pendant 18K,350,GOLD,24K,7674,1.5,PENDING,222362.52,229033.40,28.98
PAKKA,1.5,C09231,2025-10-17,1042,0.92,INV-000329,0,Silver Bangle,447,SILVER,999,83,1.5,PAID,30.82,31.74,7.54
KACHA,1.5,C04115,2024-02-13,2107,-47.80,INV-000330,0,Silver Ring,378,SILVER,999,102,1.5,PENDING,-1593.34,-1641.14,1.33
PAKKA,1.5,C05829,2024-01-19,2200,-11.30,INV-000331,0,Silver Chain,370,SILVER,999,79,1.5,PAID,-376.4,-387.70,18.4
KACHA,1.5,C07583,2024-06-08,2718,4302.92,INV-000332,0,Gold Nose Pin 22K,220,GOLD,18K,7717,1.5,PAID,143430.47,147733.39,18.91
PAKKA,1.5,C04014,2025-09-17,2220,-44.28,INV-000333,0,Silver Thali,192,SILVER,999,94,1.5,PAID,-1476.22,-1520.50,5.87
PAKKA,1.5,C04204,2024-07-07,930,9099.82,INV-000334,0,Gold Pendant 18K,288,GOLD,22K,6666,1.5,PAID,303327.6,312427.42,45.6
PAKKA,1.5,C00023,2025-04-26,764,113.00,INV-000335,0,Silver Idol,470,SILVER,999,96,1.5,PAID,3766.8,3879.80,42.3
KACHA,1.5,C00658,2025-12-19,1989,-11.10,INV-000336,0,Silver Glass Set,493,SILVER,999,76,1.5,PAID,-369.68,-380.78,14.82
PAKKA,1.5,C03207,2025-09-13,1381,7404.46,INV-000337,0,Gold Nose Pin 22K,295,GOLD,18K,7494,1.5,PAID,246815.52,254219.98,33.08
KACHA,1.5,C04415,2024-11-24,940,3.88,INV-000338,0,Silver Payal,479,SILVER,999,75,1.5,PAID,129.25,133.13,7.87
KACHA,1.5,C01532,2024-04-10,2209,5.48,INV-000339,0,Silver Idol,298,SILVER,999,77,1.5,PAID,182.63,188.11,27.19
KACHA,1.5,C08217,2025-04-03,1570,9537.72,INV-000340,0,Gold Earrings 22K,166,GOLD,24K,7542,1.5,PAID,317924.28,327462.00,42.34
PAKKA,1.5,C02385,2024-10-27,1092,776.74,INV-000341,0,Gold Earrings 22K,117,GOLD,24K,7033,1.5,PAID,25891.06,26667.80,3.82
KACHA,1.5,C02159,2025-10-20,451,7925.44,INV-000342,0,Gold Bangle 22K,255,GOLD,22K,6544,1.5,PAID,264181.6,272107.04,40.4
KACHA,1.5,C00887,2025-06-27,32,7933.12,INV-000343,0,Gold Bracelet 22K,483,GOLD,24K,7335,1.5,PAID,264437.65,272370.77,35.99
KACHA,1.5,C02288,2024-06-09,997,92.20,INV-000344,0,Silver Idol,236,SILVER,999,79,1.5,PAID,3073.66,3165.86,48.54
